# MSVC vtables of default.xex, named from their RTTI locator.
# Produced by scripts/SweepMsvcRtti.java, read-only, no oracle.
# An entry appears only when the whole chain resolves - locator, type
# descriptor, a name beginning '.?A', and a first slot pointing into an
# executable block. 1619 locator-like words failed a step; they are counted in
# the sweep summary and deliberately not named here.
# class is a best-effort undecoration and is EMPTY for templates: the mangled
# column is the authoritative name. bases are 'mangled@mdisp' in decimal.
# columns: vtable class bases mangled
0x82010b78	NU::Draw::DrawOrderBase	.?AVDrawOrderBase@Draw@NU@@@0	.?AVDrawOrderBase@Draw@NU@@
0x820652ac	CModeTaskQuickSessionSearch	.?AVCModeTaskQuickSessionSearch@@@0;.?AVCModeTaskSessionSearchBase@@@0;.?AVCModeTaskSessionBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskQuickSessionSearch@@
0x82065324	CModeTaskRanking	.?AVCModeTaskRanking@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskRanking@@
0x82065374	CModeTaskRanking	.?AVCModeTaskRanking@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskRanking@@
0x8206541c	CModeTaskSessionBase	.?AVCModeTaskSessionBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskSessionBase@@
0x82065474	CModeTaskSessionBase	.?AVCModeTaskSessionBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskSessionBase@@
0x820654d4	CModeTaskStartUp	.?AVCModeTaskStartUp@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskStartUp@@
0x82065524	CModeTaskStartUp	.?AVCModeTaskStartUp@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskStartUp@@
0x82065584	CModeTaskTitle	.?AVCModeTaskTitle@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskTitle@@
0x820655d4	CModeTaskTitle	.?AVCModeTaskTitle@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskTitle@@
0x82065634	CModeTaskTitleMovie	.?AVCModeTaskTitleMovie@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskTitleMovie@@
0x82065684	CModeTaskTitleMovie	.?AVCModeTaskTitleMovie@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskTitleMovie@@
0x820656e4	CModeTaskTutorialSelect	.?AVCModeTaskTutorialSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskTutorialSelect@@
0x82065734	CModeTaskTutorialSelect	.?AVCModeTaskTutorialSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskTutorialSelect@@
0x82065794	CModeTaskUnlockBase	.?AVCModeTaskUnlockBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskUnlockBase@@
0x820657e4	CModeTaskUnlockBase	.?AVCModeTaskUnlockBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskUnlockBase@@
0x82065a24	CTaskLoading	.?AVCTaskLoading@@@0;.?AVCAce6Task@ACE6@@@0	.?AVCTaskLoading@@
0x82065ac4	CTaskModeManager	.?AVCTaskModeManager@@@0;.?AVCAce6Task@ACE6@@@0	.?AVCTaskModeManager@@
0x82065af4	CModeTaskBattleStatistics	.?AVCModeTaskBattleStatistics@@@0;.?AVCModeTaskBattleStatisticsBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskBattleStatistics@@
0x82065b44	CModeTaskBattleStatistics	.?AVCModeTaskBattleStatistics@@@0;.?AVCModeTaskBattleStatisticsBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskBattleStatistics@@
0x82065ba4	CModeTaskBattleStatisticsMission	.?AVCModeTaskBattleStatisticsMission@@@0;.?AVCModeTaskBattleStatisticsBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskBattleStatisticsMission@@
0x82065bf4	CModeTaskBattleStatisticsMission	.?AVCModeTaskBattleStatisticsMission@@@0;.?AVCModeTaskBattleStatisticsBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskBattleStatisticsMission@@
0x82065c54	CModeTaskBattleStatisticsClear	.?AVCModeTaskBattleStatisticsClear@@@0;.?AVCModeTaskBattleStatisticsBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskBattleStatisticsClear@@
0x82065ca4	CModeTaskBattleStatisticsClear	.?AVCModeTaskBattleStatisticsClear@@@0;.?AVCModeTaskBattleStatisticsBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskBattleStatisticsClear@@
0x82065d04	CModeTaskCheckDLContentsMainSelect	.?AVCModeTaskCheckDLContentsMainSelect@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsMainSelect@@
0x82065d54	CModeTaskCheckDLContentsMainSelect	.?AVCModeTaskCheckDLContentsMainSelect@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsMainSelect@@
0x82065db4	CModeTaskCheckDLContentsInvited	.?AVCModeTaskCheckDLContentsInvited@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsInvited@@
0x82065e04	CModeTaskCheckDLContentsInvited	.?AVCModeTaskCheckDLContentsInvited@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsInvited@@
0x82065e64	CModeTaskCheckDLContentsSelectAircraft	.?AVCModeTaskCheckDLContentsSelectAircraft@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsSelectAircraft@@
0x82065eb4	CModeTaskCheckDLContentsSelectAircraft	.?AVCModeTaskCheckDLContentsSelectAircraft@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsSelectAircraft@@
0x82065f14	CModeTaskCheckDLContentsFreeMission	.?AVCModeTaskCheckDLContentsFreeMission@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsFreeMission@@
0x82065f64	CModeTaskCheckDLContentsFreeMission	.?AVCModeTaskCheckDLContentsFreeMission@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsFreeMission@@
0x82065fc4	CModeTaskCheckDLContentsReplayViewer	.?AVCModeTaskCheckDLContentsReplayViewer@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsReplayViewer@@
0x82066014	CModeTaskCheckDLContentsReplayViewer	.?AVCModeTaskCheckDLContentsReplayViewer@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsReplayViewer@@
0x82066074	CModeTaskCheckDLContentsReplayViewerMission	.?AVCModeTaskCheckDLContentsReplayViewerMission@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsReplayViewerMission@@
0x820660c4	CModeTaskCheckDLContentsReplayViewerMission	.?AVCModeTaskCheckDLContentsReplayViewerMission@@@0;.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContentsReplayViewerMission@@
0x82066124	CModeTaskCreditMainSelect	.?AVCModeTaskCreditMainSelect@@@0;.?AVCModeTaskCredit@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCreditMainSelect@@
0x82066174	CModeTaskCreditMainSelect	.?AVCModeTaskCreditMainSelect@@@0;.?AVCModeTaskCredit@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCreditMainSelect@@
0x820661d4	CModeTaskDebriefingOnline	.?AVCModeTaskDebriefingOnline@@@0;.?AVCModeTaskDebriefing@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDebriefingOnline@@
0x8206622c	CModeTaskDebriefingOnline	.?AVCModeTaskDebriefingOnline@@@0;.?AVCModeTaskDebriefing@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDebriefingOnline@@
0x8206628c	CModeTaskDemoOpening	.?AVCModeTaskDemoOpening@@@0;.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoOpening@@
0x820662e4	CModeTaskDemoOpening	.?AVCModeTaskDemoOpening@@@0;.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoOpening@@
0x82066344	CModeTaskDemoIntermission	.?AVCModeTaskDemoIntermission@@@0;.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoIntermission@@
0x8206639c	CModeTaskDemoIntermission	.?AVCModeTaskDemoIntermission@@@0;.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoIntermission@@
0x820663fc	CModeTaskDemoEnding	.?AVCModeTaskDemoEnding@@@0;.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoEnding@@
0x82066454	CModeTaskDemoEnding	.?AVCModeTaskDemoEnding@@@0;.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoEnding@@
0x820664b4	CModeTaskDemoSceneViewer	.?AVCModeTaskDemoSceneViewer@@@0;.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoSceneViewer@@
0x8206650c	CModeTaskDemoSceneViewer	.?AVCModeTaskDemoSceneViewer@@@0;.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoSceneViewer@@
0x8206656c	CModeTaskDemoSceneViewerMission	.?AVCModeTaskDemoSceneViewerMission@@@0;.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoSceneViewerMission@@
0x820665c4	CModeTaskDemoSceneViewerMission	.?AVCModeTaskDemoSceneViewerMission@@@0;.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoSceneViewerMission@@
0x82066624	CModeTaskFirstLoadInvited	.?AVCModeTaskFirstLoadInvited@@@0;.?AVCModeTaskFirstLoad@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskFirstLoadInvited@@
0x82066674	CModeTaskFirstLoadInvited	.?AVCModeTaskFirstLoadInvited@@@0;.?AVCModeTaskFirstLoad@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskFirstLoadInvited@@
0x820666d4	CModeTaskGalleryAssaultRecordMission	.?AVCModeTaskGalleryAssaultRecordMission@@@0;.?AVCModeTaskGalleryAssaultRecord@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryAssaultRecordMission@@
0x82066724	CModeTaskGalleryAssaultRecordMission	.?AVCModeTaskGalleryAssaultRecordMission@@@0;.?AVCModeTaskGalleryAssaultRecord@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryAssaultRecordMission@@
0x82066784	CModeTaskGalleryCampaignResultMission	.?AVCModeTaskGalleryCampaignResultMission@@@0;.?AVCModeTaskGalleryCampaignResult@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryCampaignResultMission@@
0x820667d4	CModeTaskGalleryCampaignResultMission	.?AVCModeTaskGalleryCampaignResultMission@@@0;.?AVCModeTaskGalleryCampaignResult@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryCampaignResultMission@@
0x82066834	CModeTaskGalleryMedalMission	.?AVCModeTaskGalleryMedalMission@@@0;.?AVCModeTaskGalleryMedal@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryMedalMission@@
0x82066884	CModeTaskGalleryMedalMission	.?AVCModeTaskGalleryMedalMission@@@0;.?AVCModeTaskGalleryMedal@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryMedalMission@@
0x820668e4	CModeTaskGalleryMusicPlayerMission	.?AVCModeTaskGalleryMusicPlayerMission@@@0;.?AVCModeTaskGalleryMusicPlayer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryMusicPlayerMission@@
0x82066934	CModeTaskGalleryMusicPlayerMission	.?AVCModeTaskGalleryMusicPlayerMission@@@0;.?AVCModeTaskGalleryMusicPlayer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryMusicPlayerMission@@
0x82066994	CModeTaskGalleryReplayViewerMission	.?AVCModeTaskGalleryReplayViewerMission@@@0;.?AVCModeTaskGalleryReplayViewer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryReplayViewerMission@@
0x820669e4	CModeTaskGalleryReplayViewerMission	.?AVCModeTaskGalleryReplayViewerMission@@@0;.?AVCModeTaskGalleryReplayViewer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryReplayViewerMission@@
0x82066a44	CModeTaskGallerySceneViewerMission	.?AVCModeTaskGallerySceneViewerMission@@@0;.?AVCModeTaskGallerySceneViewer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGallerySceneViewerMission@@
0x82066a94	CModeTaskGallerySceneViewerMission	.?AVCModeTaskGallerySceneViewerMission@@@0;.?AVCModeTaskGallerySceneViewer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGallerySceneViewerMission@@
0x82066af4	CModeTaskGallerySelectMission	.?AVCModeTaskGallerySelectMission@@@0;.?AVCModeTaskGallerySelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGallerySelectMission@@
0x82066b44	CModeTaskGallerySelectMission	.?AVCModeTaskGallerySelectMission@@@0;.?AVCModeTaskGallerySelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGallerySelectMission@@
0x82066ba4	CModeTaskGameDataSelectMission	.?AVCModeTaskGameDataSelectMission@@@0;.?AVCModeTaskGameDataSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGameDataSelectMission@@
0x82066bf4	CModeTaskGameDataSelectMission	.?AVCModeTaskGameDataSelectMission@@@0;.?AVCModeTaskGameDataSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGameDataSelectMission@@
0x82066c54	CModeTaskGameReplayMission	.?AVCModeTaskGameReplayMission@@@0;.?AVCModeTaskGameReplay@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameReplayMission@@
0x82066cac	CModeTaskGameReplayMission	.?AVCModeTaskGameReplayMission@@@0;.?AVCModeTaskGameReplay@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameReplayMission@@
0x82066cb4	CModeTaskGameTutorial_FromMissionMenu	.?AVCModeTaskGameTutorial_FromMissionMenu@@@0;.?AVCModeTaskGameTutorial@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameTutorial_FromMissionMenu@@
0x82066d0c	CModeTaskGameTutorial_FromMissionMenu	.?AVCModeTaskGameTutorial_FromMissionMenu@@@0;.?AVCModeTaskGameTutorial@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameTutorial_FromMissionMenu@@
0x82066d14	CModeTaskGameTutorial_CampaignMission	.?AVCModeTaskGameTutorial_CampaignMission@@@0;.?AVCModeTaskGameTutorial@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameTutorial_CampaignMission@@
0x82066d6c	CModeTaskGameTutorial_CampaignMission	.?AVCModeTaskGameTutorial_CampaignMission@@@0;.?AVCModeTaskGameTutorial@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameTutorial_CampaignMission@@
0x82066d74	CModeTaskLoadingOnlineMission	.?AVCModeTaskLoadingOnlineMission@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingOnlineMission@@
0x82066dc4	CModeTaskLoadingOnlineMission	.?AVCModeTaskLoadingOnlineMission@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingOnlineMission@@
0x82066e24	CModeTaskLoadingTutorialMissionFromMain	.?AVCModeTaskLoadingTutorialMissionFromMain@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingTutorialMissionFromMain@@
0x82066e74	CModeTaskLoadingTutorialMissionFromMain	.?AVCModeTaskLoadingTutorialMissionFromMain@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingTutorialMissionFromMain@@
0x82066ed4	CModeTaskLoadingTutorialMissionFromMission	.?AVCModeTaskLoadingTutorialMissionFromMission@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingTutorialMissionFromMission@@
0x82066f24	CModeTaskLoadingTutorialMissionFromMission	.?AVCModeTaskLoadingTutorialMissionFromMission@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingTutorialMissionFromMission@@
0x82066f84	CModeTaskLoadingTutorialMissionFromCampaign	.?AVCModeTaskLoadingTutorialMissionFromCampaign@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingTutorialMissionFromCampaign@@
0x82066fd4	CModeTaskLoadingTutorialMissionFromCampaign	.?AVCModeTaskLoadingTutorialMissionFromCampaign@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingTutorialMissionFromCampaign@@
0x82067034	CModeTaskLoadingReplay	.?AVCModeTaskLoadingReplay@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingReplay@@
0x82067084	CModeTaskLoadingReplay	.?AVCModeTaskLoadingReplay@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingReplay@@
0x820670e4	CModeTaskLoadingReplayMission	.?AVCModeTaskLoadingReplayMission@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingReplayMission@@
0x82067134	CModeTaskLoadingReplayMission	.?AVCModeTaskLoadingReplayMission@@@0;.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoadingReplayMission@@
